50052,1.0
91220,0.58817716330127
16080,0.5401398666422654
88694,0.519744442065731
71015,0.5058561401251179
82046,0.4956685398316866
19782,0.4929996020231564
48052,0.48190459244755357
24332,0.4559495344609289
95532,0.4183047292633075
41864,0.41218684430935826
14823,0.40792644255613536
95480,0.40634392256022667
36847,0.3629943906167949
86224,0.3624413715463919
94127,0.3559555633035233
19564,0.3507869638667075
19525,0.35001225703983585
41999,0.32295331939531485
57880,0.28618254595155723
34010,0.2848828202490908
47245,0.245833912415391
61671,0.21760106623532882
63711,0.15010447809508157
93306,0.14333261877885728
62598,0.11399463572935423
39856,0.0937120014018704
31678,0.07756260574133907
66657,-0.006215425394347726
61406,-0.006215425394347736
82702,
